Churn,Contract,PaymentMethod,PaperlessBilling,Charges.Monthly,Charges.Total,InternetService,OnlineSecurity,TechSupport,StreamingTV,StreamingMovies
0,month-to-month,bank transfer (automatic),yes,19.8,196.75,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,electronic check,yes,90.05,1862.9,fiber optic,no,no,no,yes
1,month-to-month,electronic check,yes,78.45,2435.15,fiber optic,no,yes,no,no
1,month-to-month,mailed check,yes,88.3,273.75,fiber optic,yes,yes,yes,no
0,one year,electronic check,yes,91.35,5764.7,fiber optic,no,no,no,yes
0,one year,mailed check,yes,70.7,2511.95,dsl,no,yes,no,yes
1,one year,credit card (automatic),no,95.25,4424.2,fiber optic,no,no,yes,yes
0,month-to-month,electronic check,yes,103.05,5925.75,fiber optic,yes,yes,yes,no
0,two year,credit card (automatic),yes,70.35,4124.65,dsl,yes,yes,yes,no
0,one year,credit card (automatic),yes,51.55,1295.4,dsl,no,no,no,no
1,month-to-month,credit card (automatic),no,55.2,528.35,dsl,no,yes,no,no
0,month-to-month,electronic check,no,105.4,6713.2,fiber optic,no,yes,yes,yes
1,month-to-month,electronic check,yes,94.45,498.1,fiber optic,no,no,yes,yes
0,two year,bank transfer (automatic),no,24.75,1769.6,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,mailed check,no,45.1,45.1,dsl,no,no,no,no
0,two year,bank transfer (automatic),no,60.0,3273.95,dsl,yes,yes,no,no
0,month-to-month,bank transfer (automatic),yes,96.65,5580.8,fiber optic,no,yes,no,yes
0,month-to-month,electronic check,no,25.25,25.25,dsl,no,no,no,no
0,two year,bank transfer (automatic),no,24.45,1718.2,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,mailed check,no,20.35,33.2,no,no internet service,no internet service,no internet service,no internet service
0,one year,mailed check,yes,33.6,435.45,dsl,yes,yes,no,no
0,two year,bank transfer (automatic),no,102.9,6989.7,fiber optic,no,yes,yes,yes
1,month-to-month,electronic check,yes,55.8,55.8,dsl,yes,no,no,no
0,month-to-month,mailed check,no,20.25,535.35,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,mailed check,no,44.95,85.15,dsl,no,no,no,no
1,month-to-month,electronic check,yes,79.15,317.25,fiber optic,no,no,no,yes
1,month-to-month,mailed check,no,20.25,20.25,no,no internet service,no internet service,no internet service,no internet service
0,two year,credit card (automatic),no,25.7,826.1,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,electronic check,yes,106.35,6751.35,fiber optic,no,yes,yes,yes
0,one year,mailed check,no,64.85,1336.8,dsl,yes,no,no,yes
0,month-to-month,mailed check,no,49.95,107.1,dsl,no,no,no,no
0,month-to-month,electronic check,yes,66.65,520.95,dsl,no,yes,yes,no
0,one year,credit card (automatic),yes,73.0,5163.0,dsl,yes,no,yes,no
1,month-to-month,electronic check,yes,90.05,368.1,fiber optic,no,no,no,yes
1,month-to-month,electronic check,yes,74.9,469.8,fiber optic,no,no,no,no
0,two year,bank transfer (automatic),no,25.65,1887.0,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,electronic check,no,19.2,19.2,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,electronic check,yes,79.95,174.45,fiber optic,no,no,yes,no
0,month-to-month,electronic check,no,24.5,46.4,dsl,no,no,no,no
1,month-to-month,mailed check,yes,99.15,465.05,fiber optic,no,yes,yes,yes
0,month-to-month,mailed check,no,20.0,38.0,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,electronic check,yes,82.15,4904.85,fiber optic,no,no,no,no
0,month-to-month,bank transfer (automatic),no,102.05,3452.55,fiber optic,no,no,yes,yes
1,month-to-month,mailed check,yes,79.65,2365.15,fiber optic,no,no,no,no
1,month-to-month,bank transfer (automatic),yes,85.35,1463.45,fiber optic,yes,no,no,no
1,month-to-month,electronic check,no,56.25,389.1,dsl,yes,no,no,no
0,month-to-month,mailed check,no,19.25,48.35,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,electronic check,yes,93.25,5774.55,fiber optic,yes,no,no,yes
1,one year,electronic check,no,108.45,7176.55,fiber optic,no,yes,yes,yes
0,two year,credit card (automatic),no,66.25,3330.1,dsl,yes,yes,yes,yes
1,month-to-month,mailed check,yes,20.5,20.5,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,mailed check,yes,51.0,286.8,dsl,no,yes,no,no
0,month-to-month,credit card (automatic),no,45.0,298.7,dsl,no,no,yes,yes
0,one year,mailed check,yes,20.15,682.15,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,electronic check,yes,89.35,89.35,fiber optic,no,no,yes,yes
0,one year,bank transfer (automatic),yes,88.9,6000.1,fiber optic,no,no,yes,no
1,month-to-month,electronic check,yes,74.35,74.35,fiber optic,no,no,no,no
0,two year,bank transfer (automatic),no,19.95,1322.85,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,bank transfer (automatic),yes,80.1,679.3,fiber optic,no,no,yes,no
0,month-to-month,bank transfer (automatic),no,81.0,1923.85,dsl,yes,yes,yes,yes
0,month-to-month,mailed check,yes,54.75,445.85,dsl,no,no,no,no
0,month-to-month,electronic check,yes,24.85,955.75,dsl,no,no,no,no
0,one year,credit card (automatic),yes,117.2,8035.95,fiber optic,yes,yes,yes,yes
1,month-to-month,electronic check,yes,74.75,706.6,fiber optic,no,no,no,no
1,month-to-month,electronic check,yes,79.85,1471.75,fiber optic,no,no,no,no
0,month-to-month,mailed check,no,64.95,547.8,dsl,yes,yes,no,yes
1,month-to-month,electronic check,yes,86.25,587.1,fiber optic,no,no,yes,no
1,month-to-month,electronic check,yes,101.3,4113.1,fiber optic,no,no,yes,yes
1,month-to-month,bank transfer (automatic),yes,79.65,251.75,fiber optic,no,yes,no,no
0,month-to-month,electronic check,yes,79.0,303.15,fiber optic,no,no,yes,no
0,one year,electronic check,yes,39.1,1096.6,dsl,no,no,no,yes
0,month-to-month,electronic check,yes,69.55,521.35,fiber optic,no,no,no,no
0,two year,bank transfer (automatic),yes,82.3,5980.55,dsl,yes,yes,no,yes
0,one year,mailed check,no,20.05,96.8,no,no internet service,no internet service,no internet service,no internet service
0,two year,bank transfer (automatic),yes,79.4,5071.9,dsl,no,yes,yes,yes
0,two year,credit card (automatic),yes,72.6,4084.35,dsl,yes,yes,yes,yes
0,month-to-month,electronic check,yes,103.45,1539.8,fiber optic,no,yes,yes,yes
0,two year,bank transfer (automatic),yes,19.55,1080.55,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,electronic check,yes,81.15,784.45,fiber optic,yes,no,no,no
0,month-to-month,electronic check,yes,75.4,1189.4,fiber optic,no,no,no,no
0,one year,credit card (automatic),yes,20.55,1403.1,no,no internet service,no internet service,no internet service,no internet service
0,two year,bank transfer (automatic),no,114.9,7843.55,fiber optic,yes,yes,yes,yes
0,two year,bank transfer (automatic),yes,75.15,3822.45,dsl,yes,no,no,yes
1,month-to-month,electronic check,no,93.9,5029.2,fiber optic,yes,no,no,yes
0,month-to-month,electronic check,no,35.75,389.8,dsl,no,yes,no,no
0,month-to-month,mailed check,yes,29.8,786.5,dsl,no,no,no,no
0,one year,credit card (automatic),no,19.35,295.55,no,no internet service,no internet service,no internet service,no internet service
0,two year,bank transfer (automatic),yes,49.85,3370.2,dsl,yes,yes,no,yes
0,two year,mailed check,no,25.4,1710.9,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,bank transfer (automatic),yes,98.9,1120.95,fiber optic,yes,yes,yes,yes
0,month-to-month,mailed check,yes,50.3,846.8,dsl,yes,no,no,no
1,month-to-month,electronic check,yes,50.75,50.75,dsl,no,no,no,no
0,one year,mailed check,yes,19.8,198.25,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,mailed check,no,54.85,370.4,dsl,no,no,yes,no
1,one year,bank transfer (automatic),yes,75.8,5293.95,dsl,no,yes,no,yes
0,one year,mailed check,no,20.0,218.55,no,no internet service,no internet service,no internet service,no internet service
0,one year,bank transfer (automatic),yes,105.55,7195.35,fiber optic,no,yes,yes,yes
1,month-to-month,electronic check,yes,34.5,279.25,dsl,yes,yes,no,no
0,month-to-month,credit card (automatic),no,55.8,300.4,dsl,yes,no,no,no
0,month-to-month,mailed check,yes,55.55,551.3,dsl,no,no,no,no
1,month-to-month,electronic check,yes,90.6,1660.0,fiber optic,yes,no,yes,no
0,one year,electronic check,no,59.3,2209.15,dsl,no,yes,no,yes
0,month-to-month,bank transfer (automatic),yes,108.2,2203.7,fiber optic,yes,yes,yes,yes
0,one year,credit card (automatic),no,94.3,1818.3,fiber optic,yes,yes,no,yes
0,two year,credit card (automatic),yes,64.95,4546.0,dsl,yes,yes,yes,yes
0,two year,credit card (automatic),yes,25.8,1563.95,no,no internet service,no internet service,no internet service,no internet service
0,two year,mailed check,no,19.75,498.1,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,bank transfer (automatic),no,54.6,1125.2,dsl,no,no,yes,no
1,month-to-month,electronic check,yes,70.65,142.35,fiber optic,no,no,no,no
0,one year,bank transfer (automatic),no,69.7,3023.65,dsl,yes,yes,yes,no
0,month-to-month,mailed check,no,74.35,533.6,fiber optic,yes,no,no,no
1,month-to-month,electronic check,no,54.35,54.35,dsl,no,no,no,no
0,one year,bank transfer (automatic),yes,108.95,5718.2,fiber optic,no,yes,yes,yes
1,month-to-month,credit card (automatic),yes,55.0,55.0,dsl,no,no,yes,no
0,month-to-month,mailed check,no,49.85,1336.15,dsl,no,no,no,no
0,one year,bank transfer (automatic),no,88.9,4968.0,fiber optic,no,no,yes,yes
1,two year,electronic check,yes,79.7,5293.4,dsl,yes,no,yes,yes
0,one year,credit card (automatic),no,20.05,337.9,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,bank transfer (automatic),yes,75.6,1395.05,fiber optic,no,no,no,no
0,month-to-month,electronic check,no,36.65,1315.0,dsl,no,no,no,no
1,month-to-month,bank transfer (automatic),yes,114.5,4527.45,fiber optic,yes,yes,yes,yes
0,two year,credit card (automatic),no,20.15,982.95,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,electronic check,yes,44.4,44.4,dsl,no,no,no,no
0,month-to-month,bank transfer (automatic),yes,19.55,161.15,no,no internet service,no internet service,no internet service,no internet service
0,two year,mailed check,yes,100.2,5038.45,fiber optic,no,yes,yes,yes
0,month-to-month,mailed check,yes,24.9,24.9,dsl,no,no,no,no
0,two year,mailed check,no,25.75,2304.6436342108927,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,bank transfer (automatic),yes,85.15,503.6,fiber optic,yes,no,yes,no
0,one year,bank transfer (automatic),yes,75.75,4284.65,dsl,no,yes,yes,yes
1,month-to-month,bank transfer (automatic),yes,90.9,1259.0,fiber optic,no,no,no,yes
0,month-to-month,electronic check,yes,44.75,44.75,dsl,no,no,no,no
0,one year,credit card (automatic),no,116.25,3899.05,fiber optic,yes,yes,yes,yes
0,two year,credit card (automatic),yes,114.05,8468.2,fiber optic,yes,yes,yes,yes
0,one year,electronic check,yes,90.8,3023.85,fiber optic,yes,no,no,yes
0,one year,mailed check,yes,20.5,365.8,no,no internet service,no internet service,no internet service,no internet service
0,two year,bank transfer (automatic),yes,105.25,7173.15,fiber optic,yes,no,yes,yes
0,two year,mailed check,yes,65.0,2879.9,dsl,yes,yes,no,no
1,month-to-month,electronic check,yes,94.45,1511.2,fiber optic,no,yes,yes,yes
0,month-to-month,bank transfer (automatic),yes,54.9,2549.1,dsl,no,yes,no,no
0,two year,electronic check,yes,105.5,7544.0,fiber optic,yes,no,yes,yes
1,month-to-month,credit card (automatic),yes,20.55,51.15,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,bank transfer (automatic),yes,94.95,2142.8,fiber optic,no,yes,no,yes
1,month-to-month,mailed check,yes,104.05,2470.1,fiber optic,no,yes,yes,yes
0,two year,credit card (automatic),no,114.75,7842.3,fiber optic,yes,yes,yes,yes
0,one year,mailed check,no,20.25,71.2,no,no internet service,no internet service,no internet service,no internet service
0,one year,electronic check,yes,106.05,4510.8,fiber optic,yes,no,yes,yes
0,month-to-month,electronic check,yes,85.55,408.5,fiber optic,no,no,no,yes
0,month-to-month,electronic check,yes,19.85,63.0,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,mailed check,no,20.15,84.5,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,electronic check,yes,63.6,155.65,dsl,no,yes,yes,no
0,month-to-month,mailed check,no,89.8,4667.0,fiber optic,yes,no,yes,no
0,one year,credit card (automatic),yes,24.8,321.7,no,no internet service,no internet service,no internet service,no internet service
1,one year,mailed check,no,74.3,1863.8,dsl,yes,yes,yes,no
1,month-to-month,electronic check,yes,78.05,2135.5,fiber optic,no,no,no,no
1,month-to-month,electronic check,yes,74.5,74.5,fiber optic,no,no,no,no
0,one year,electronic check,yes,79.2,943.85,dsl,yes,yes,yes,yes
0,month-to-month,bank transfer (automatic),no,61.8,750.1,dsl,no,yes,no,no
0,two year,electronic check,yes,99.35,6856.45,fiber optic,no,yes,yes,yes
0,month-to-month,mailed check,no,50.15,1655.35,dsl,no,no,no,no
0,one year,credit card (automatic),no,90.25,5629.15,fiber optic,no,no,no,yes
1,month-to-month,bank transfer (automatic),yes,104.4,2200.25,fiber optic,yes,no,yes,yes
1,month-to-month,electronic check,yes,93.85,196.75,fiber optic,no,no,yes,yes
0,one year,credit card (automatic),yes,19.35,433.75,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,bank transfer (automatic),no,49.15,1237.3,dsl,no,yes,no,no
1,month-to-month,mailed check,yes,36.85,108.7,dsl,no,yes,no,no
0,month-to-month,mailed check,yes,25.45,84.2,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,electronic check,yes,75.7,554.05,dsl,yes,yes,yes,no
1,month-to-month,mailed check,no,44.65,74.9,dsl,no,no,no,no
1,month-to-month,electronic check,yes,101.0,4680.05,fiber optic,no,no,yes,yes
0,two year,bank transfer (automatic),no,115.55,7159.05,fiber optic,yes,yes,yes,yes
1,month-to-month,electronic check,yes,85.75,470.95,fiber optic,no,yes,yes,no
0,month-to-month,electronic check,no,36.25,374.0,dsl,no,yes,no,no
1,month-to-month,electronic check,yes,74.3,940.35,fiber optic,no,no,no,no
0,two year,bank transfer (automatic),no,24.75,1836.9,no,no internet service,no internet service,no internet service,no internet service
0,one year,bank transfer (automatic),yes,60.15,2421.6,dsl,yes,no,no,no
0,month-to-month,credit card (automatic),yes,99.3,918.75,fiber optic,no,no,yes,yes
1,month-to-month,electronic check,yes,105.55,6281.45,fiber optic,no,no,yes,yes
0,month-to-month,credit card (automatic),yes,71.3,157.75,fiber optic,no,no,no,no
0,month-to-month,bank transfer (automatic),no,74.35,4453.3,fiber optic,no,no,no,no
0,month-to-month,credit card (automatic),yes,50.65,1905.4,dsl,no,no,yes,yes
0,one year,mailed check,yes,19.5,239.75,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,mailed check,no,43.9,278.4,dsl,no,no,no,no
0,two year,mailed check,no,19.6,331.6,no,no internet service,no internet service,no internet service,no internet service
0,one year,bank transfer (automatic),no,101.15,6383.9,fiber optic,no,yes,yes,yes
0,month-to-month,bank transfer (automatic),yes,49.6,962.9,dsl,no,no,no,no
0,two year,mailed check,no,25.0,1510.5,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,electronic check,yes,44.5,1307.8,dsl,no,no,yes,yes
0,month-to-month,bank transfer (automatic),yes,89.8,5629.55,fiber optic,no,no,no,yes
1,one year,mailed check,no,19.85,35.9,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,electronic check,no,77.8,1358.6,fiber optic,no,no,no,no
0,month-to-month,electronic check,yes,60.0,1259.35,dsl,no,no,no,yes
0,month-to-month,electronic check,yes,61.3,249.4,dsl,no,yes,yes,no
0,month-to-month,bank transfer (automatic),yes,48.65,235.2,dsl,no,yes,no,no
1,month-to-month,electronic check,yes,84.3,3588.4,fiber optic,no,yes,no,no
0,month-to-month,electronic check,yes,100.6,1060.2,fiber optic,no,no,yes,yes
0,two year,bank transfer (automatic),yes,52.55,2304.6436342108927,dsl,yes,yes,yes,no
0,month-to-month,bank transfer (automatic),no,98.15,4993.4,fiber optic,yes,no,no,yes
0,two year,electronic check,no,19.2,903.7,no,no internet service,no internet service,no internet service,no internet service
0,one year,mailed check,yes,110.55,7610.1,fiber optic,yes,yes,yes,yes
0,one year,credit card (automatic),yes,38.1,970.4,dsl,no,no,yes,no
0,one year,bank transfer (automatic),yes,104.8,3886.45,fiber optic,no,no,yes,yes
0,month-to-month,bank transfer (automatic),yes,74.05,600.15,fiber optic,no,no,no,no
0,month-to-month,electronic check,yes,69.7,135.2,fiber optic,no,no,no,no
0,month-to-month,electronic check,no,56.15,291.45,dsl,no,yes,no,no
1,month-to-month,electronic check,yes,55.3,196.15,dsl,no,no,no,yes
1,month-to-month,electronic check,yes,105.05,5624.85,fiber optic,no,no,yes,yes
0,month-to-month,electronic check,yes,20.4,251.65,no,no internet service,no internet service,no internet service,no internet service
0,one year,credit card (automatic),no,19.6,763.1,no,no internet service,no internet service,no internet service,no internet service
0,one year,electronic check,yes,103.95,6423.0,fiber optic,no,no,yes,yes
1,month-to-month,bank transfer (automatic),no,20.25,327.45,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,electronic check,no,72.25,2568.55,dsl,yes,yes,yes,no
0,month-to-month,mailed check,no,57.65,992.7,dsl,yes,no,no,no
0,month-to-month,credit card (automatic),yes,105.1,7548.1,fiber optic,yes,no,yes,yes
0,two year,mailed check,no,59.7,1414.2,dsl,no,yes,no,no
1,month-to-month,bank transfer (automatic),no,69.7,69.7,fiber optic,no,no,no,no
0,one year,credit card (automatic),yes,69.1,3255.35,dsl,no,yes,no,yes
0,month-to-month,electronic check,no,35.75,1022.5,dsl,no,yes,no,no
1,month-to-month,electronic check,no,74.95,815.5,fiber optic,no,no,no,no
0,month-to-month,credit card (automatic),yes,59.45,2136.9,dsl,yes,no,no,no
1,month-to-month,electronic check,no,74.4,434.1,fiber optic,no,no,no,no
0,one year,credit card (automatic),yes,75.5,2424.45,dsl,yes,yes,no,yes
1,month-to-month,electronic check,yes,69.8,69.8,fiber optic,no,no,no,no
1,month-to-month,credit card (automatic),yes,57.15,2250.65,dsl,yes,no,no,no
1,month-to-month,bank transfer (automatic),no,70.0,153.05,fiber optic,no,no,no,no
0,two year,credit card (automatic),yes,80.7,5676.0,fiber optic,yes,no,no,no
1,month-to-month,electronic check,yes,84.75,1350.15,fiber optic,no,no,yes,no
0,one year,mailed check,no,20.25,854.9,no,no internet service,no internet service,no internet service,no internet service
0,two year,bank transfer (automatic),yes,25.95,1444.05,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,electronic check,yes,88.85,1594.75,fiber optic,no,yes,yes,no
0,month-to-month,electronic check,yes,54.8,731.3,dsl,no,no,no,no
0,one year,credit card (automatic),no,80.45,3375.9,dsl,yes,yes,yes,yes
1,month-to-month,electronic check,no,101.1,6039.9,fiber optic,no,no,yes,yes
0,month-to-month,bank transfer (automatic),yes,44.65,1156.55,dsl,yes,no,no,yes
0,one year,electronic check,yes,105.85,5826.65,fiber optic,yes,yes,yes,yes
0,two year,mailed check,yes,24.6,973.95,no,no internet service,no internet service,no internet service,no internet service
0,two year,credit card (automatic),yes,76.15,645.8,dsl,yes,yes,no,yes
0,month-to-month,bank transfer (automatic),no,88.4,2191.15,fiber optic,no,no,no,yes
1,month-to-month,electronic check,yes,80.2,146.05,fiber optic,no,no,yes,no
0,one year,electronic check,yes,19.05,761.85,no,no internet service,no internet service,no internet service,no internet service
0,one year,mailed check,yes,95.15,5000.05,fiber optic,yes,yes,yes,no
0,two year,credit card (automatic),no,25.15,1509.9,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,electronic check,no,98.6,5581.05,fiber optic,no,no,yes,yes
0,month-to-month,credit card (automatic),yes,85.05,999.8,fiber optic,no,no,no,yes
0,one year,mailed check,no,20.25,172.35,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,electronic check,no,45.55,84.4,dsl,no,no,no,no
0,one year,mailed check,no,24.95,1165.9,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,electronic check,no,19.25,112.3,no,no internet service,no internet service,no internet service,no internet service
0,one year,mailed check,yes,43.45,345.5,dsl,no,no,no,no
0,month-to-month,credit card (automatic),yes,74.75,1129.35,fiber optic,no,no,no,no
0,one year,credit card (automatic),no,59.45,3157.0,dsl,yes,no,no,yes
1,month-to-month,bank transfer (automatic),yes,80.05,830.7,fiber optic,no,no,no,no
1,month-to-month,electronic check,no,72.65,1194.3,fiber optic,no,no,no,no
1,month-to-month,electronic check,yes,85.2,474.8,fiber optic,no,no,yes,no
0,one year,credit card (automatic),no,57.95,3042.25,dsl,yes,yes,no,no
1,month-to-month,electronic check,yes,69.65,69.65,fiber optic,no,no,no,no
1,month-to-month,electronic check,yes,102.95,7101.5,fiber optic,no,no,yes,yes
0,month-to-month,electronic check,yes,101.35,6164.7,fiber optic,no,no,yes,yes
1,month-to-month,credit card (automatic),no,90.05,4547.25,fiber optic,no,no,no,yes
0,month-to-month,mailed check,yes,57.2,223.75,dsl,yes,no,yes,yes
0,month-to-month,mailed check,no,19.75,78.3,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,electronic check,no,91.85,1574.45,fiber optic,yes,yes,yes,no
0,month-to-month,electronic check,yes,82.65,1185.0,fiber optic,no,no,no,no
0,one year,bank transfer (automatic),no,68.7,4070.95,dsl,yes,yes,no,yes
0,one year,mailed check,yes,58.9,2813.05,dsl,yes,yes,no,no
0,two year,bank transfer (automatic),yes,24.65,1710.15,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,bank transfer (automatic),yes,107.35,5118.95,fiber optic,no,yes,yes,yes
0,month-to-month,electronic check,no,96.55,500.1,fiber optic,no,no,no,yes
1,month-to-month,electronic check,yes,44.05,483.7,dsl,no,no,no,no
0,one year,bank transfer (automatic),yes,109.1,4454.25,fiber optic,no,yes,yes,yes
0,two year,credit card (automatic),yes,63.25,3342.45,dsl,yes,no,yes,no
0,month-to-month,mailed check,no,20.4,181.8,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,electronic check,yes,43.75,405.7,dsl,no,no,no,no
1,month-to-month,bank transfer (automatic),yes,80.25,846.0,fiber optic,no,no,no,yes
0,two year,bank transfer (automatic),no,19.35,212.3,no,no internet service,no internet service,no internet service,no internet service
1,one year,credit card (automatic),yes,55.15,1193.05,dsl,no,yes,no,no
0,one year,electronic check,yes,68.75,3482.85,dsl,no,yes,yes,no
1,month-to-month,electronic check,no,56.15,2499.3,dsl,no,no,yes,no
0,month-to-month,electronic check,no,49.15,649.4,dsl,no,no,yes,yes
1,month-to-month,electronic check,yes,75.8,246.3,fiber optic,no,no,no,no
0,month-to-month,electronic check,yes,91.55,1540.05,fiber optic,no,yes,no,yes
0,one year,credit card (automatic),no,24.7,1174.35,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,electronic check,yes,73.75,325.45,fiber optic,no,no,no,no
0,month-to-month,credit card (automatic),yes,85.2,2874.45,fiber optic,no,no,yes,no
1,month-to-month,electronic check,yes,79.1,246.5,fiber optic,yes,no,no,no
1,month-to-month,electronic check,yes,105.3,545.2,fiber optic,no,no,yes,yes
1,month-to-month,mailed check,yes,19.6,19.6,no,no internet service,no internet service,no internet service,no internet service
0,two year,bank transfer (automatic),no,24.25,1724.15,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,credit card (automatic),no,29.7,91.7,dsl,yes,no,no,no
1,one year,electronic check,no,24.9,1334.0,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,electronic check,yes,101.25,2440.15,fiber optic,no,no,yes,yes
1,month-to-month,electronic check,yes,98.5,2514.5,fiber optic,no,no,yes,yes
0,one year,electronic check,yes,53.6,2879.2,dsl,yes,yes,yes,no
0,month-to-month,electronic check,yes,35.15,1051.05,dsl,yes,no,no,no
1,month-to-month,electronic check,yes,69.85,69.85,fiber optic,no,no,no,no
1,one year,electronic check,yes,90.4,2178.6,fiber optic,no,no,yes,yes
0,month-to-month,bank transfer (automatic),no,44.65,369.15,dsl,no,no,no,no
0,two year,mailed check,no,19.9,550.1,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,electronic check,yes,100.7,4541.2,fiber optic,yes,no,yes,no
0,one year,electronic check,no,50.05,2911.5,dsl,yes,no,no,yes
0,month-to-month,electronic check,yes,81.45,1671.6,fiber optic,no,no,no,yes
1,one year,bank transfer (automatic),yes,104.75,5510.65,fiber optic,no,no,yes,yes
1,month-to-month,electronic check,yes,81.1,81.1,fiber optic,no,no,no,yes
0,two year,credit card (automatic),no,66.5,2762.75,dsl,no,yes,no,yes
0,one year,bank transfer (automatic),no,20.1,318.6,no,no internet service,no internet service,no internet service,no internet service
0,two year,credit card (automatic),yes,110.8,7245.9,fiber optic,no,yes,yes,yes
0,one year,bank transfer (automatic),yes,91.0,1859.5,fiber optic,no,no,yes,yes
0,two year,electronic check,yes,88.95,3027.65,fiber optic,yes,yes,yes,no
0,month-to-month,bank transfer (automatic),yes,20.45,471.55,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,electronic check,yes,30.45,226.45,dsl,yes,no,no,no
0,two year,credit card (automatic),no,20.4,905.55,no,no internet service,no internet service,no internet service,no internet service
0,two year,bank transfer (automatic),yes,26.25,1988.05,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,electronic check,yes,93.85,635.6,fiber optic,no,no,yes,yes
0,month-to-month,electronic check,yes,94.1,1782.4,fiber optic,no,no,no,yes
0,one year,credit card (automatic),yes,78.65,3950.85,dsl,no,yes,yes,yes
0,two year,credit card (automatic),no,110.25,7467.55,fiber optic,yes,yes,yes,yes
1,month-to-month,electronic check,yes,39.3,2111.45,dsl,no,no,yes,no
1,one year,electronic check,yes,85.15,3030.6,fiber optic,no,no,yes,no
1,month-to-month,electronic check,no,70.4,147.15,fiber optic,no,no,no,no
1,month-to-month,electronic check,yes,79.4,1156.1,fiber optic,no,no,no,yes
0,one year,mailed check,no,19.95,433.5,no,no internet service,no internet service,no internet service,no internet service
0,one year,credit card (automatic),no,62.85,3419.5,dsl,yes,yes,no,no
0,month-to-month,mailed check,yes,88.4,788.6,fiber optic,no,no,yes,yes
0,month-to-month,mailed check,yes,20.35,20.35,no,no internet service,no internet service,no internet service,no internet service
0,two year,mailed check,no,18.95,613.95,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,mailed check,no,88.85,3000.25,fiber optic,no,no,no,yes
0,one year,electronic check,yes,61.0,3283.05,dsl,no,yes,no,no
1,month-to-month,electronic check,yes,80.5,502.85,fiber optic,no,yes,no,no
0,one year,bank transfer (automatic),no,19.95,1244.8,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,electronic check,no,55.95,734.35,dsl,no,no,no,yes
0,two year,mailed check,no,19.3,602.9,no,no internet service,no internet service,no internet service,no internet service
0,one year,mailed check,no,19.5,1026.35,no,no internet service,no internet service,no internet service,no internet service
0,one year,bank transfer (automatic),yes,70.35,1201.65,dsl,yes,no,yes,no
0,month-to-month,bank transfer (automatic),no,81.25,580.1,dsl,yes,yes,yes,yes
0,month-to-month,credit card (automatic),yes,95.95,1745.5,fiber optic,no,no,yes,yes
0,month-to-month,mailed check,no,45.5,285.2,dsl,no,no,no,no
0,two year,bank transfer (automatic),yes,73.9,3958.25,dsl,no,yes,no,yes
1,month-to-month,bank transfer (automatic),yes,73.85,1284.2,fiber optic,no,no,no,no
0,two year,mailed check,no,24.45,1088.25,no,no internet service,no internet service,no internet service,no internet service
0,one year,bank transfer (automatic),no,97.0,6430.9,fiber optic,yes,no,no,yes
0,one year,mailed check,yes,40.2,711.95,dsl,yes,yes,no,no
